Date,Open,High,Low,Close
2023-04-06,26250.00,26500.00,26100.00,26350.00
2023-04-07,26350.00,26600.00,26200.00,26450.00
2023-04-08,26450.00,26700.00,26300.00,26550.00
2023-04-09,26550.00,26800.00,26400.00,26650.00
2023-04-10,26650.00,26900.00,26500.00,26750.00
2023-04-11,26750.00,27000.00,26600.00,26850.00
2023-04-12,26850.00,27100.00,26700.00,26950.00
2023-04-13,26950.00,27200.00,26800.00,27050.00
2023-04-14,27050.00,27300.00,26900.00,27150.00
2023-04-15,27150.00,27400.00,27000.00,27250.00
2023-04-16,27250.00,27500.00,27100.00,27350.00
2023-04-17,27350.00,27600.00,27200.00,27450.00
2023-04-18,27450.00,27700.00,27300.00,27550.00
2023-04-19,27550.00,27800.00,27400.00,27650.00
2023-04-20,27650.00,27900.00,27500.00,27750.00
2023-04-21,27750.00,28000.00,27600.00,27850.00
2023-04-22,27850.00,28100.00,27700.00,27950.00
2023-04-23,27950.00,28200.00,27800.00,28050.00
2023-04-24,28050.00,28300.00,27900.00,28150.00
2023-04-25,28150.00,28400.00,28000.00,28250.00
2023-04-26,28250.00,28500.00,28100.00,28350.00
2023-04-27,28350.00,28600.00,28200.00,28450.00
2023-04-28,28450.00,28700.00,28300.00,28550.00
2023-04-29,28550.00,28800.00,28400.00,28650.00
2023-04-30,28650.00,28900.00,28500.00,28750.00
2023-05-01,28750.00,29000.00,28600.00,28850.00
2023-05-02,28850.00,29100.00,28700.00,28950.00
2023-05-03,28950.00,29200.00,28800.00,29050.00
2023-05-04,29050.00,29300.00,28900.00,29150.00
2023-05-05,29150.00,29400.00,29000.00,29250.00
2023-05-06,29250.00,29500.00,29100.00,29350.00
2023-05-07,29350.00,29600.00,29200.00,29450.00
2023-05-08,29450.00,29700.00,29300.00,29550.00
2023-05-09,29550.00,29800.00,29400.00,29650.00
2023-05-10,29650.00,29900.00,29500.00,29750.00
2023-05-11,29750.00,30000.00,29600.00,29850.00
2023-05-12,29850.00,30100.00,29700.00,29950.00
2023-05-13,29950.00,30200.00,29800.00,30050.00
2023-05-14,30050.00,30300.00,29900.00,30150.00
2023-05-15,30150.00,30400.00,30000.00,30250.00
2023-05-16,30250.00,30500.00,30100.00,30350.00
2023-05-17,30350.00,30600.00,30200.00,30450.00
2023-05-18,30450.00,30700.00,30300.00,30550.00
2023-05-19,30550.00,30800.00,30400.00,30650.00
2023-05-20,30650.00,30900.00,30500.00,30750.00
2023-05-21,30750.00,31000.00,30600.00,30850.00
2023-05-22,30850.00,31100.00,30700.00,30950.00
2023-05-23,30950.00,31200.00,30800.00,31050.00
2023-05-24,31050.00,31300.00,30900.00,31150.00
2023-05-25,31150.00,31400.00,31000.00,31250.00
2023-05-26,31250.00,31500.00,31100.00,31350.00
2023-05-27,31350.00,31600.00,31200.00,31450.00
2023-05-28,31450.00,31700.00,31300.00,31550.00
2023-05-29,31550.00,31800.00,31400.00,31650.00
2023-05-30,31650.00,31900.00,31500.00,31750.00
2023-05-31,31750.00,32000.00,31600.00,31850.00
2023-06-01,31850.00,32100.00,31700.00,31950.00
2023-06-02,31950.00,32200.00,31800.00,32050.00
2023-06-03,32050.00,32300.00,31900.00,32150.00
2023-06-04,32150.00,32400.00,32000.00,32250.00
2023-06-05,32250.00,32500.00,32100.00,32350.00
2023-06-06,32350.00,32600.00,32200.00,32450.00
2023-06-07,32450.00,32700.00,32300.00,32550.00
2023-06-08,32550.00,32800.00,32400.00,32650.00
2023-06-09,32650.00,32900.00,32500.00,32750.00
2023-06-10,32750.00,33000.00,32600.00,32850.00
2023-06-11,32850.00,33100.00,32700.00,32950.00
2023-06-12,32950.00,33200.00,32800.00,33050.00
2023-06-13,33050.00,33300.00,32900.00,33150.00
2023-06-14,33150.00,33400.00,33000.00,33250.00
2023-06-15,33250.00,33500.00,33100.00,33350.00
2023-06-16,33350.00,33600.00,33200.00,33450.00
2023-06-17,33450.00,33700.00,33300.00,33550.00
2023-06-18,33550.00,33800.00,33400.00,33650.00
2023-06-19,33650.00,33900.00,33500.00,33750.00
2023-06-20,33750.00,34000.00,33600.00,33850.00
2023-06-21,33850.00,34100.00,33700.00,33950.00
2023-06-22,33950.00,34200.00,33800.00,34050.00
2023-06-23,34050.00,34300.00,33900.00,34150.00
2023-06-24,34150.00,34400.00,34000.00,34250.00
2023-06-25,34250.00,34500.00,34100.00,34350.00
2023-06-26,34350.00,34600.00,34200.00,34450.00
2023-06-27,34450.00,34700.00,34300.00,34550.00
2023-06-28,34550.00,34800.00,34400.00,34650.00
2023-06-29,34650.00,34900.00,34500.00,34750.00
2023-06-30,34750.00,35000.00,34600.00,34850.00
2023-07-01,34850.00,35100.00,34700.00,34950.00
2023-07-02,34950.00,35200.00,34800.00,35050.00
2023-07-03,35050.00,35300.00,34900.00,35150.00
2023-07-04,35150.00,35400.00,35000.00,35250.00
2023-07-05,35250.00,35500.00,35100.00,35350.00
2023-07-06,35350.00,35600.00,35200.00,35450.00
2023-07-07,35450.00,35700.00,35300.00,35550.00
2023-07-08,35550.00,35800.00,35400.00,35650.00
2023-07-09,35650.00,35900.00,35500.00,35750.00
2023-07-10,35750.00,36000.00,35600.00,35850.00
2023-07-11,35850.00,36100.00,35700.00,35950.00
2023-07-12,35950.00,36200.00,35800.00,36050.00
2023-07-13,36050.00,36300.00,35900.00,36150.00
2023-07-14,36150.00,36400.00,36000.00,36250.00
2023-07-15,36250.00,36500.00,36100.00,36350.00
2023-07-16,36350.00,36600.00,36200.00,36450.00
2023-07-17,36450.00,36700.00,36300.00,36550.00
2023-07-18,36550.00,36800.00,36400.00,36650.00
2023-07-19,36650.00,36900.00,36500.00,36750.00
2023-07-20,36750.00,37000.00,36600.00,36850.00
2023-07-21,36850.00,37100.00,36700.00,36950.00
2023-07-22,36950.00,37200.00,36800.00,37050.00
2023-07-23,37050.00,37300.00,36900.00,37150.00
2023-07-24,37150.00,37400.00,37000.00,37250.00
2023-07-25,37250.00,37500.00,37100.00,37350.00
2023-07-26,37350.00,37600.00,37200.00,37450.00
2023-07-27,37450.00,37700.00,37300.00,37550.00
2023-07-28,37550.00,37800.00,37400.00,37650.00
2023-07-29,37650.00,37900.00,37500.00,37750.00
2023-07-30,37750.00,38000.00,37600.00,37850.00
2023-07-31,37850.00,38100.00,37700.00,37950.00
2023-08-01,37950.00,38200.00,37800.00,38050.00
2023-08-02,38050.00,38300.00,37900.00,38150.00
2023-08-03,38150.00,38400.00,38000.00,38250.00
2023-08-04,38250.00,38500.00,38100.00,38350.00
2023-08-05,38350.00,38600.00,38200.00,38450.00
2023-08-06,38450.00,38700.00,38300.00,38550.00
2023-08-07,38550.00,38800.00,38400.00,38650.00
2023-08-08,38650.00,38900.00,38500.00,38750.00
2023-08-09,38750.00,39000.00,38600.00,38850.00
2023-08-10,38850.00,39100.00,38700.00,38950.00
2023-08-11,38950.00,39200.00,38800.00,39050.00
2023-08-12,39050.00,39300.00,38900.00,39150.00
2023-08-13,39150.00,39400.00,39000.00,39250.00
2023-08-14,39250.00,39500.00,39100.00,39350.00
2023-08-15,39350.00,39600.00,39200.00,39450.00
2023-08-16,39450.00,39700.00,39300.00,39550.00
2023-08-17,39550.00,39800.00,39400.00,39650.00
2023-08-18,39650.00,39900.00,39500.00,39750.00
2023-08-19,39750.00,40000.00,39600.00,39850.00
2023-08-20,39850.00,40100.00,39700.00,39950.00
2023-08-21,39950.00,40200.00,39800.00,40050.00
2023-08-22,40050.00,40300.00,39900.00,40150.00
2023-08-23,40150.00,40400.00,40000.00,40250.00
2023-08-24,40250.00,40500.00,40100.00,40350.00
2023-08-25,40350.00,40600.00,40200.00,40450.00
2023-08-26,40450.00,40700.00,40300.00,40550.00
2023-08-27,40550.00,40800.00,40400.00,40650.00
2023-08-28,40650.00,40900.00,40500.00,40750.00
2023-08-29,40750.00,41000.00,40600.00,40850.00
2023-08-30,40850.00,41100.00,40700.00,40950.00
2023-08-31,40950.00,41200.00,40800.00,41050.00
2023-09-01,41050.00,41300.00,40900.00,41150.00
2023-09-02,41150.00,41400.00,41000.00,41250.00
2023-09-03,41250.00,41500.00,41100.00,41350.00
2023-09-04,41350.00,41600.00,41200.00,41450.00
2023-09-05,41450.00,41700.00,41300.00,41550.00
2023-09-06,41550.00,41800.00,41400.00,41650.00
2023-09-07,41650.00,41900.00,41500.00,41750.00
2023-09-08,41750.00,42000.00,41600.00,41850.00
2023-09-09,41850.00,42100.00,41700.00,41950.00
2023-09-10,41950.00,42200.00,41800.00,42050.00
2023-09-11,42050.00,42300.00,41900.00,42150.00
2023-09-12,42150.00,42400.00,42000.00,42250.00
2023-09-13,42250.00,42500.00,42100.00,42350.00
2023-09-14,42350.00,42600.00,42200.00,42450.00
2023-09-15,42450.00,42700.00,42300.00,42550.00
2023-09-16,42550.00,42800.00,42400.00,42650.00
2023-09-17,42650.00,42900.00,42500.00,42750.00
2023-09-18,42750.00,43000.00,42600.00,42850.00
2023-09-19,42850.00,43100.00,42700.00,42950.00
2023-09-20,42950.00,43200.00,42800.00,43050.00
2023-09-21,43050.00,43300.00,42900.00,43150.00
2023-09-22,43150.00,43400.00,43000.00,43250.00
2023-09-23,43250.00,43500.00,43100.00,43350.00
2023-09-24,43350.00,43600.00,43200.00,43450.00
2023-09-25,43450.00,43700.00,43300.00,43550.00
2023-09-26,43550.00,43800.00,43400.00,43650.00
2023-09-27,43650.00,43900.00,43500.00,43750.00
2023-09-28,43750.00,44000.00,43600.00,43850.00
2023-09-29,43850.00,44100.00,43700.00,43950.00
2023-09-30,43950.00,44200.00,43800.00,44050.00
